id,Cause,Objects,Occupation,Activities
201508249,Falls,no_object,technician,looking for the hatch
201508249,Falls,no_object,technician,existing cell phone communication
201508249,Falls,no_object,technician,preparing for a crew
200612760,Falls,no_object,onequarter,unloading a direct push
202506325,Falls,no_object,framer,existing garage
202506325,Falls,no_object,framer,being constructed over an
202506325,Falls,no_object,framer,putting sheathing on the
201371259,Falls,frost,no_occupation,placing the bundle laterally
201371259,Falls,frost,no_occupation,carrying a bundle to
201371259,Falls,frost,no_occupation,placing the bundle laterally
200542124,Struck By Moving Objects,fuel-tank,no_occupation,welding on the diesel
200542124,Struck By Moving Objects,fuel-tank,no_occupation,performing grinding and arc
200542124,Struck By Moving Objects,fuel-tank,no_occupation,welding repair on the
201065299,Struck By Moving Objects,tractor-engine,no_occupation,driving up a short
201065299,Struck By Moving Objects,tractor-engine,no_occupation,being widely used to
201065299,Struck By Moving Objects,tractor-engine,no_occupation,driving a waterpull at
200920825,Struck By Moving Objects,boiler,coworker,trying to start the
200052405,Caught in/between Objects,no_object,supervisor,working in an unprotected
170838346,Struck By Moving Objects,truck,no_occupation,setting up to service
170838346,Struck By Moving Objects,truck,no_occupation,operating a field fuel
200900959,Struck By Moving Objects,fuel-truck,no_occupation,wearing a reflective vest
200900959,Struck By Moving Objects,fuel-truck,no_occupation,oncoming fuel truck
200900959,Struck By Moving Objects,fuel-truck,no_occupation,crossing a roadway to
200022432,Struck By Moving Objects,fuel-truck,laborer,working between the truck
200022432,Struck By Moving Objects,fuel-truck,laborer,spooling his fuel hose
200022432,Struck By Moving Objects,fuel-truck,laborer,working a a laborer
202086575,Struck By Moving Objects,carbon-monoxide,no_occupation,using a gasoline powered
200632412,Falls,no_object,laborer,carrying a coil of
200632412,Falls,no_object,laborer,opening
200632412,Falls,no_object,laborer,working approximately 15 foot
200632412,Falls,no_object,laborer,scaffolding crew working approximately
200632412,Falls,no_object,laborer,setting up airline for
200632412,Falls,no_object,laborer,working a a laborer
200090611,Struck By Moving Objects,gantry-crane,no_occupation,disassembling a spanco tseries
202544987,Struck By Moving Objects,gas-fire,timer,disconnecting a gas line
202544987,Struck By Moving Objects,gas-fire,timer,installing a gas valve
201123445,Struck By Moving Objects,gas-stove,no_occupation,installing a gasfired
201077609,Struck By Moving Objects,gas,contractor,installing a gas valve
200556504,Other,no_object,responder,working for performance contractor
200556504,Other,no_object,responder,occurring
200556504,Other,no_object,responder,carrying the radio and
200556504,Other,no_object,responder,working primarily on a
200556504,Other,no_object,responder,doing so with a
200556504,Other,no_object,responder,preparing the reactor for
201114386,Caught in/between Objects,cap,foreman,parking garage of a
201114386,Caught in/between Objects,cap,foreman,removing a cap on
201114386,Caught in/between Objects,cap,foreman,hitting him in the
201114386,Caught in/between Objects,cap,foreman,going to move down
200771426,Caught in/between Objects,concrete-pipe,no_occupation,applying a rubber gasket
202313011,Struck By Moving Objects,kettle-gasket,coworker,sealing with hot asphalt
202313011,Struck By Moving Objects,kettle-gasket,coworker,preparing and sealing with
202313011,Struck By Moving Objects,kettle-gasket,coworker,removing cleaning preparing and
202313011,Struck By Moving Objects,kettle-gasket,coworker,attending the recirculation valve
202654927,Struck By Moving Objects,vehicle,coworker,warning sign in their
202654927,Struck By Moving Objects,vehicle,coworker,storing roadwork warning sign
202654927,Struck By Moving Objects,vehicle,coworker,removing and storing roadwork
202654927,Struck By Moving Objects,vehicle,coworker,working with a coworker
200514537,Struck By Moving Objects,pole,no_occupation,deframing a telephone pole
200271427,Falls,tower,no_occupation,preparing to remove a
200271427,Falls,tower,no_occupation,causing employee 1
200271427,Falls,tower,no_occupation,sliding down the tower
200271427,Falls,tower,no_occupation,climbing the gin pole
306018888,Falls,tower,no_occupation,remaining 30 foot to
306018888,Falls,tower,no_occupation,wearing broke from the
306018888,Falls,tower,no_occupation,working erecting a communication
202317434,Falls,tower,no_occupation,riding on the
202317434,Falls,tower,no_occupation,being lowered to the
202317434,Falls,tower,no_occupation,being replaced by 12
202317434,Falls,tower,no_occupation,upgrading the antenna system
202317434,Falls,tower,no_occupation,riding on the bottom
202317434,Falls,tower,no_occupation,being lowered to the
202317434,Falls,tower,no_occupation,being lowered to the
200641751,Falls,tower,foreman,hoisting equipment without their
200641751,Falls,tower,foreman,using the hoisting equipment
200641751,Falls,tower,foreman,wearing the required fall
200641751,Falls,tower,foreman,moving the section into
200641751,Falls,tower,foreman,standing several day after
200641751,Falls,tower,foreman,causing employee 1
200641751,Falls,tower,foreman,sending strong vibration throughout
200641751,Falls,tower,foreman,using the hoist brake
200641751,Falls,tower,foreman,working on this tower
200641751,Falls,tower,foreman,arriving on the job
200641751,Falls,tower,foreman,catching the structure before
200641751,Falls,tower,foreman,dealing with the distraction
200780120,Caught in/between Objects,tower,no_occupation,changing the antenna on
200780120,Caught in/between Objects,tower,no_occupation,installing a gin pole
170084206,Falls,tower,no_occupation,being lifted 20 foot
170084206,Falls,tower,no_occupation,riding on a gin
170084206,Falls,tower,no_occupation,assisting two other employee
855718,Falls,tower,climber,installing a communication tower
855718,Falls,tower,climber,working at a height
14371298,Falls,pole-derrick,no_occupation,preparing to lift a
14371298,Falls,pole-derrick,no_occupation,rigging and preparing to
14371298,Falls,pole-derrick,no_occupation,securing the top block
14371298,Falls,pole-derrick,no_occupation,hoisting equipment winch and
14371298,Falls,pole-derrick,no_occupation,being raised to the
14371272,Falls,tower,coworker,dismantling the 20 ft
170210603,Falls,pole,no_occupation,erecting a communication tower
958298,Falls,tower,no_occupation,starting the job to
958298,Falls,tower,no_occupation,being lowered the
958298,Falls,tower,no_occupation,riding the load a
958298,Falls,tower,no_occupation,using a nylon rope
958298,Falls,tower,no_occupation,lowering a unit referred
958298,Falls,tower,no_occupation,erecting a 180 ft
202033940,Struck By Moving Objects,machine,no_occupation,operating an underbridge inspection
201321353,Collapse of object,no_object,no_occupation,decking that had also
201321353,Collapse of object,no_object,no_occupation,conducting shakeout
201321353,Collapse of object,no_object,no_occupation,erecting steel at the
201321353,Collapse of object,no_object,no_occupation,utilizing fall protection equipment
200555407,Falls,no_object,carpenter,standing on the girder
200555407,Falls,no_object,carpenter,installing bridge overhang form
200604049,Struck By Moving Objects,no_object,coworker,flying into oxygen tank
200604049,Struck By Moving Objects,no_object,coworker,working with a coworker
202516399,Falls,bridge-building,no_occupation,working from a beam
201762580,Struck By Moving Objects,steel-girder,ironworker,looking at the girder
201762580,Struck By Moving Objects,steel-girder,ironworker,wearing his combination fall
201762580,Struck By Moving Objects,steel-girder,ironworker,attaching open web joist
200032498,Other,bridge,worker,killing him
200032498,Other,bridge,worker,crushing employee 1
200032498,Other,bridge,worker,descending the entire unit
200032498,Other,bridge,worker,erecting a section of
201177623,Struck By Moving Objects,lift,no_occupation,welding from an elevated
201407160,Falls,girder,no_occupation,weighing approximately 2 250
170843643,Caught in/between Objects,beam,ironworker,causing a steel beam
170843643,Caught in/between Objects,beam,ironworker,holding an angle iron
170843643,Caught in/between Objects,beam,ironworker,fastening angle iron stiffener
170843643,Caught in/between Objects,beam,ironworker,performing seismic retrofit on
200602894,Struck By Moving Objects,glass,coworker,measuring 95in
200602894,Struck By Moving Objects,glass,coworker,holding 25 window pane
200602894,Struck By Moving Objects,glass,coworker,unloading four stack each
200781029,Falls,glass,no_occupation,falling case of glass
200781029,Falls,glass,no_occupation,using a forklift to
170825848,Struck By Moving Objects,glass,installer,performing his duty when
170205066,Falls,glass,laborer,preparing to use a
14534887,Struck By Moving Objects,window-glass,no_occupation,performing
14534887,Struck By Moving Objects,window-glass,no_occupation,standing were pulled from
14534887,Struck By Moving Objects,window-glass,no_occupation,moving a crate of
14534887,Struck By Moving Objects,window-glass,no_occupation,standing were pulled from
202588497,Falls,curb,no_occupation,going to complete another
202588497,Falls,curb,no_occupation,using appropriate fall protection
202588497,Falls,curb,no_occupation,cleaning the shotcrete overspray
202588497,Falls,curb,no_occupation,going to complete another
202588497,Falls,curb,no_occupation,trying to clarify if
202686796,Struck By Moving Objects,machine,planer,causing amputation of his
202686796,Struck By Moving Objects,machine,planer,using a portable planer
202045217,Falls,no_object,coworker,gluing it the surface
202045217,Falls,no_object,coworker,stretching a rubber membrane
202045217,Falls,no_object,coworker,pulling the rubber toward
201147402,Falls,no_object,carpenter,attaching plywood to joist
202627865,Falls,golf-cart,contractor,holding a clip board
202627865,Falls,golf-cart,contractor,standing on the back
202627865,Falls,golf-cart,contractor,travelling in the golf
202627865,Falls,golf-cart,contractor,renovating unit and the
202627865,Falls,golf-cart,contractor,going over a water
